uid;lat;lng;Standort;spot;Stationsnummer;Anzahl verfügbare Fahrräder;Gebuchte Fahrräder;Fahrradstellplätze;Freie Stellplätze;terminal_type;Fahrradnummern;bike_types;place_type;rack_locks;bike;free_special_racks;maintenance;GeoPoint
339457;49.4895593809954;8.480297327041626;Theresienkrankenhaus;1;2507;2;0;6;4;7inch;42898,430308;"{""71"":2}";0;1;"[{""@boardcomputer"": ""7551006500"", ""@number"": ""42898"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551025170"", ""@number"": ""430308"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}]";;;49.489559381,8.48029732704
339459;49.48793899003323;8.478741645812988;Nationaltheater;1;2508;0;0;8;8;7inch;;;0;1;;8;;49.48793899,8.47874164581
339461;49.48535670779378;8.476649522781372;Kongresszentrum Rosengarten;1;2509;0;0;12;12;7inch;;;0;1;;;;49.4853567078,8.47664952278
339485;49.478511781242155;8.482561111450195;Schwetzingerstadt - Pestalozzischule;1;2523;13;0;8;0;7inch;42978,430381,430354,430353,430324,430295,430293,430217,430179,430156,430127,430029,430015;"{""71"":13}";0;1;"[{""@boardcomputer"": ""7551007068"", ""@number"": ""42978"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551028369"", ""@number"": ""430381"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551025150"", ""@number"": ""430354"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551026994"", ""@number"": ""430353"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551025185"", ""@number"": ""430324"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551028854"", ""@number"": ""430295"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551028702"", ""@number"": ""430293"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551027644"", ""@number"": ""430217"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551027663"", ""@number"": ""430179"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551025168"", ""@number"": ""430156"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551027781"", ""@number"": ""430127"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551029347"", ""@number"": ""430029"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551029005"", ""@number"": ""430015"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}]";;;49.4785117812,8.48256111145
339487;49.48537064760468;8.469493389129639;N5 - Kapuzinerplanken;1;2525;4;0;6;2;7inch;43239,44256,44396,430175;"{""14"":3,""71"":1}";0;1;"[{""@number"": ""43239"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@number"": ""44256"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@number"": ""44396"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@boardcomputer"": ""7551025131"", ""@number"": ""430175"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}]";;1;49.4853706476,8.46949338913
660943;49.47432907413722;8.48694384098053;Schwetzingerstadt - rnv Betriebshof Möhlstraße;1;2531;14;0;12;1;7inch;43122,43249,43204,43923,44168,44391,43994,43681,430386,430385,430366,430317,430314,430242;"{""14"":8,""71"":6}";0;1;"[{""@number"": ""43122"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock,rack_adapter"", ""@active"": ""1""}, {""@number"": ""43249"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock,rack_adapter"", ""@active"": ""1""}, {""@number"": ""43204"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock,rack_adapter"", ""@active"": ""1""}, {""@number"": ""43923"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock,rack_adapter"", ""@active"": ""1""}, {""@number"": ""44168"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock,rack_adapter"", ""@active"": ""1""}, {""@number"": ""44391"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@number"": ""43994"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@number"": ""43681"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@boardcomputer"": ""7551027728"", ""@number"": ""430386"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551028067"", ""@number"": ""430385"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551028991"", ""@number"": ""430366"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551028099"", ""@number"": ""430317"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551028852"", ""@number"": ""430314"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551026511"", ""@number"": ""430242"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}]";1;;49.4743290741,8.48694384098
660974;49.49411361200852;8.467599749565125;MVV Hochhaus;1;2535;2;0;6;4;7inch;44369,430269;"{""14"":1,""71"":1}";0;1;"[{""@number"": ""44369"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock,rack_adapter"", ""@active"": ""1""}, {""@boardcomputer"": ""7551025177"", ""@number"": ""430269"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}]";4;;49.494113612,8.46759974957
4915747;49.485919;8.471717;P7 - Fressgasse;1;2524;1;0;4;3;7inch;43210;"{""14"":1}";0;1;"{""@number"": ""43210"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock,rack_adapter"", ""@active"": ""1""}";;1;49.485919,8.471717
339349;49.49894613896429;8.46722424030304;Neumarkt;1;2502;5;0;8;3;7inch;44309,430389,430318,430240,430038;"{""14"":1,""71"":4}";0;1;"[{""@number"": ""44309"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@boardcomputer"": ""7551027731"", ""@number"": ""430389"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551028776"", ""@number"": ""430318"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551028311"", ""@number"": ""430240"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551029327"", ""@number"": ""430038"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}]";3;;49.498946139,8.4672242403
339350;49.50690291569138;8.492206335067749;Studentensiedlung Ludwig Frank;1;2503;10;0;12;2;7inch;43878,43007,430201,430192,430162,430149,430115,430076,430071,430053;"{""14"":2,""71"":8}";0;1;"[{""@number"": ""43878"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@number"": ""43007"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock,rack_adapter"", ""@active"": ""1""}, {""@boardcomputer"": ""7551025908"", ""@number"": ""430201"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551027878"", ""@number"": ""430192"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551027665"", ""@number"": ""430162"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551029309"", ""@number"": ""430149"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551028601"", ""@number"": ""430115"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551029128"", ""@number"": ""430076"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551025957"", ""@number"": ""430071"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551030518"", ""@number"": ""430053"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}]";2;;49.5069029157,8.49220633507
339354;49.49300209815654;8.470324873924254;K1 - Kurpfalzbrücke;1;2505;8;0;8;0;7inch;43645,44050,44198,44364,430355,430234,430136,430011;"{""14"":4,""71"":4}";0;1;"[{""@number"": ""43645"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock,rack_adapter"", ""@active"": ""1""}, {""@number"": ""44050"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock,rack_adapter"", ""@active"": ""1""}, {""@number"": ""44198"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@number"": ""44364"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@boardcomputer"": ""7551025159"", ""@number"": ""430355"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551026966"", ""@number"": ""430234"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551030872"", ""@number"": ""430136"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551029208"", ""@number"": ""430011"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}]";;;49.4930020982,8.47032487392
339463;49.48795641387722;8.466006517410278;E1 - Paradeplatz;1;2511;12;0;8;1;7inch;43656,44264,44350,430281,430241,430212,430172,430112,430081,430034,430006,430001;"{""14"":3,""71"":9}";0;1;"[{""@number"": ""43656"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock,rack_adapter"", ""@active"": ""1""}, {""@number"": ""44264"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@number"": ""44350"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@boardcomputer"": ""7551029293"", ""@number"": ""430281"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551028317"", ""@number"": ""430241"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551028600"", ""@number"": ""430212"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551028091"", ""@number"": ""430172"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551027886"", ""@number"": ""430112"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551029137"", ""@number"": ""430081"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551029330"", ""@number"": ""430034"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551025367"", ""@number"": ""430006"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551029209"", ""@number"": ""430001"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}]";1;;49.4879564139,8.46600651741
339465;49.483244780591505;8.474793434143066;Kunsthalle;1;2513;4;0;8;4;7inch;44004,430363,430235,430160;"{""14"":1,""71"":3}";0;1;"[{""@number"": ""44004"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@boardcomputer"": ""7551028967"", ""@number"": ""430363"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551026809"", ""@number"": ""430235"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551030485"", ""@number"": ""430160"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}]";;;49.4832447806,8.47479343414
339482;49.477358086875846;8.496122360229492;Technoseum;1;2522;5;0;8;3;7inch;43187,43602,44188,44406,43678;"{""14"":5}";0;1;"[{""@number"": ""43187"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock,rack_adapter"", ""@active"": ""1""}, {""@number"": ""43602"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock,rack_adapter"", ""@active"": ""1""}, {""@number"": ""44188"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@number"": ""44406"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@number"": ""43678"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}]";;;49.4773580869,8.49612236023
660945;49.47453124652948;8.489524126052856;Schwetzingerstadt - Dynamostraße;1;2532;7;0;8;1;7inch;43183,43387,43327,43697,43898,430299,430113;"{""14"":5,""71"":2}";0;1;"[{""@number"": ""43183"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock,rack_adapter"", ""@active"": ""1""}, {""@number"": ""43387"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@number"": ""43327"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock,rack_adapter"", ""@active"": ""1""}, {""@number"": ""43697"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@number"": ""43898"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@boardcomputer"": ""7551027117"", ""@number"": ""430299"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551027818"", ""@number"": ""430113"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}]";;;49.4745312465,8.48952412605
660951;49.482749893386796;8.463302850723267;Universität Schloss;1;2533;2;0;10;8;7inch;44205,430371;"{""14"":1,""71"":1}";0;1;"[{""@number"": ""44205"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@boardcomputer"": ""7551025803"", ""@number"": ""430371"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}]";;;49.4827498934,8.46330285072
660978;49.50837637988536;8.476054072380066;Neckarstadt-Ost  - Carl-Zuckmayer-Straße;1;2536;7;0;10;3;7inch;430346,430291,430289,430261,430189,430036,430008;"{""71"":7}";0;1;"[{""@boardcomputer"": ""7551028740"", ""@number"": ""430346"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551028687"", ""@number"": ""430291"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551027120"", ""@number"": ""430289"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551028673"", ""@number"": ""430261"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551027887"", ""@number"": ""430189"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551029335"", ""@number"": ""430036"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551029215"", ""@number"": ""430008"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}]";;;49.5083763799,8.47605407238
4726822;49.500855325966114;8.499587774276733;DHBW Mannheim - Campus Käfertalerstr.;1;2547;1;0;6;5;7inch;430087;"{""71"":1}";0;;"{""@boardcomputer"": ""7551029055"", ""@number"": ""430087"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}";;;49.500855326,8.49958777428
5582461;49.48199709762535;8.483387231826782;Mannheim Oststadt Karl-Ludwig-Straße;1;2539;7;0;8;1;7inch;43059,44307,44367,430334,430284,430226,430037;"{""14"":3,""71"":4}";0;1;"[{""@number"": ""43059"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock,rack_adapter"", ""@active"": ""1""}, {""@number"": ""44307"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@number"": ""44367"", ""@pedelec_battery"": """", ""@bike_type"": ""14"", ""@state"": ""ok"", ""@lock_types"": ""analog_code_lock"", ""@active"": ""1""}, {""@boardcomputer"": ""7551028683"", ""@number"": ""430334"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551028686"", ""@number"": ""430284"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551028092"", ""@number"": ""430226"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}, {""@boardcomputer"": ""7551029307"", ""@number"": ""430037"", ""@pedelec_battery"": """", ""@bike_type"": ""71"", ""@state"": ""ok"", ""@lock_types"": ""frame_lock"", ""@active"": ""1"", ""@electric_lock"": ""1""}]";;;49.4819970976,8.48338723183
